publication,category,language,website,email,phone,fax,address,city,province_state,zip_postal_code,country,subscribe,facebook,twitter,instagram,youtube
Commercial Construction Magazine,construction_publications,,www.cc-mag.net,,,,,,,,,,,,,
Concrete Construction,construction_publications,,www.concreteconstruction.net,,,,,,,,,,,,,
ConstrucTECH,construction_publications,,www.specialtypub.com/constructech,,,,,,,,,,,,,
Construction and Demolition Recycler,construction_publications,,www.cdrecycler.com,,,,,,,,,,,,,
Construction Business Owner,construction_publications,,www.constructionbusinessowner.com/cbo-magazine.html,,,,,,,,,,,,,
Construction Digest,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
Construction Distribution Magazine,construction_publications,,www.constructiondist.com,,,,,,,,,,,,,
Construction Magazine,construction_publications,,www.usdevelopersjournal.com,,,,,,,,US,,,,,
Construction News (UK),construction_publications,,www.cnplus.co.uk,,,,,,,,UK,,,,,
Construction News (US),construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
Construction Reviews,construction_publications,,www.constructionreview.somc,,,,,,,,,,,,,
Construction Today Online,construction_publications,,www.construction-today.com,,,,,,,,,,,,,
Constructioneer,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
Constructor Magazine,construction_publications,,www.constructoragc.construction.com,,,,,,,,,,,,,
Contract Magazine,construction_publications,,www.contractmagazine.com,,,,,,,,,,,,,
Contracting Business,construction_publications,,www.contractingbusiness.com,,,,,,,,,,,,,
Contractor City,construction_publications,,www.contractorcity.com,,,,,,,,,,,,,
Contractor Magazine,construction_publications,,www.contractormag.com,,,,,,,,,,,,,
Cranes Today,construction_publications,,www.cranestodaymagazine.com,,,,,,,,,,,,,
Custom Electronics Professional,construction_publications,,www.cepro.com,,,,,,,,,,,,,
Custom Home,construction_publications,,www.customhomeonline.com,,,,,,,,,,,,,
Design Cost Data,construction_publications,,www.dcd.com,,,,,,,,,,,,,
Dixie Contractor,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
Dredging and Port Construction,construction_publications,,www.dpcmagazine.com,,,,,,,,,,,,,
Dredging News Online,construction_publications,,www.sandandgravel.com/news,,,,,,,,,,,,,
Eco-Structure,construction_publications,,www.eco-structure.com,,,,,,,,,,,,,
Electrical Construction and Maintenance,construction_publications,,www.ecmweb.com,,,,,,,,,,,,,
Electrical Contractor,construction_publications,,www.ecmag.com,,,,,,,,,,,,,
Elevator World,construction_publications,,www.elevator-world.com,,,,,,,,,,,,,
Engineering News-Record,construction_publications,,www.enr.com,,,,,,,,,,,,,
Environmental Building News,construction_publications,,www.buildinggreen.com,,,,,,,,,,,,,
Environmental Design & Construction,construction_publications,,www.edcmag.com,,,,,,,,,,,,,
Equipment Today,construction_publications,,www.forconstructionpros.com/cover/Equipment-Today/5FCP,,,,,,,,,,,,,
Essential Kitchen and Bathroom Business,construction_publications,,www.ekbbusiness.co.uk/site,,,,,,,,,,,,,
Floor Covering Installer Magazine,construction_publications,,www.fcimag.com,,,,,,,,,,,,,
Grading and Excavation Contractor,construction_publications,,www.gradingandexcavating.com,,,,,,,,,,,,,
Green Homebuilder,construction_publications,,www.greenhomebuildermag.com,,,,,,,,,,,,,
Harvard Design Magazine,construction_publications,,www.gsd.harvard.edu/research/publications/hdm,,,,,,,,,,,,,
Hoist,construction_publications,,www.hoistmagazine.com,,,,,,,,,,,,,
Home Energy,construction_publications,,www.homeenergy.com,,,,,,,,,,,,,
HousingZone.com,construction_publications,,www.housingzone.com,,,,,,,,,,,,,
Inc.,construction_publications,,www.inc.com,,,,,,,,,,,,,
Journal of Information Technology in Construction,construction_publications,,www.itcon.org,,,,,,,,,,,,,
Journal of Light Construction,construction_publications,,www.jlconline.com,,,,,,,,,,,,,
Masonry Construction,construction_publications,,www.masonryconstruction.com,,,,,,,,,,,,,
Masonry Society,construction_publications,,www.masonrysociety.org,,,,,,,,,,,,,
Medical Construction and Design,construction_publications,,www.mcdmag.com,,,,,,,,,,,,,
Metal Roofing,construction_publications,,www.metalroofingmag.com,,,,,,,,,,,,,
Metalforming Magazine,construction_publications,,www.metalformingmagazine.com,,,,,,,,,,,,,
metalmag,construction_publications,,www.metalmag.com,,,,,,,,,,,,,
Michigan Contractor & Builder,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
Midwest Contractor,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
Modern Steel Construction,construction_publications,,www.modernsteel.com,,,,,,,,,,,,,
Modern Woodworking,construction_publications,,www.modernwoodworking.com,,,,,,,,,,,,,
National Floor Trends,construction_publications,,www.ntlfloortrends.com,,,,,,,,,,,,,
New England Construction,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
New Steel Construction,construction_publications,,www.steelconstruction.org,,,,,,,,,,,,,
OCH Magazine,construction_publications,,www.ochmagazine.com,,,,,,,,,,,,,
Official Magazine,construction_publications,,www.iapmo.org/pages/officialmagazine.aspx,,,,,,,,,,,,,
Old House Journal,construction_publications,,www.oldhousejournal.com,,,,,,,,,,,,,
Pacific Builder & Engineer,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
Plumbing and Mechanical,construction_publications,,www.pmmag.com,,,,,,,,,,,,,
Point of Beginning,construction_publications,,www.pobonline.com,,,,,,,,,,,,,
Pool and Spa News,construction_publications,,www.poolspanews.com,,,,,,,,,,,,,
Professional Roofing,construction_publications,,www.professionalroofing.net,,,,,,,,,,,,,
Professional Surveyor,construction_publications,,www.profsurv.com,,,,,,,,,,,,,
Reeves Journal,construction_publications,,www.reevesjournal.com,,,,,,,,,,,,,
Remodeling,construction_publications,,www.remodeling.hw.net,,,,,,,,,,,,,
Replacement Contractor,construction_publications,,www.replacementcontractoronline.com,,,,,,,,,,,,,
Residential Design and Build,construction_publications,,www.rdbmagazine.com,,,,,,,,,,,,,
Restorationa and Remediation,construction_publications,,www.randrmagonline.com,,,,,,,,,,,,,
Roads and Bridges,construction_publications,,www.roadsbridges.com/rb,,,,,,,,,,,,,
Rock Products,construction_publications,,www.rockproducts.com,,,,,,,,,,,,,
Rocky Mountain Construction,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
Roofing Contractor,construction_publications,,www.roofingcontractor.com,,,,,,,,,,,,,
School Construction News,construction_publications,,www.schoolconstructionnews.com,,,,,,,,,,,,,
School Planning and Management,construction_publications,,www.peterli.com/spm,,,,,,,,,,,,,
ScienceDirect,construction_publications,,www.sciencedirect.com,,,,,,,,,,,,,
Snips Magazine,construction_publications,,www.snipsmag.com,,,,,,,,,,,,,
Stone World,construction_publications,,www.stoneworld.com,,,,,,,,,,,,,
Structural Building Components,construction_publications,,www.sbcmag.info/mag/mag_index.php,,,,,,,,,,,,,
Supply House Times,construction_publications,,www.supplyht.com,,,,,,,,,,,,,
Surface Fabrication,construction_publications,,www.surfacefabrication.com,,,,,,,,,,,,,
Texas Contractor,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
The Electrical Distributor,construction_publications,,www.tedmag.com,,,,,,,,,,,,,
The Engineer,construction_publications,,www.theengineer.co.uk,,,,,,,,UK,,,,,
Timber and Sustainable Building,construction_publications,,www.timber-building.com,,,,,,,,,,,,,
Timber Trades Journal Online,construction_publications,,www.ttjonline.com,,,,,,,,,,,,,
Tools of the Trade,construction_publications,,www.toolsofthetrade.net,,,,,,,,,,,,,
Traditional Building,construction_publications,,www.traditional-building.com,,,,,,,,,,,,,
Tunnel Business Magazine,construction_publications,,www.tunnelingonline.com,,,,,,,,,,,,,
Tunnels & Tunneling International,construction_publications,,www.tunnelsonline.ifo/index.asp?navcode=484,,,,,,,,,,,,,
Underground Construction,construction_publications,,www.undergroundconstructionmagazine.com,,,,,,,,,,,,,
Utility Contractor,construction_publications,,www.nuca.com/i4a/journal.?pageid=168,,,,,,,,,,,,,
Walls and Ceiling,construction_publications,,www.wconline.com,,,,,,,,,,,,,
Western Builder,construction_publications,,www.acppubs.com,,,,,,,,US,,,,,
Wood Based Panels International,construction_publications,,www.wbpionline.com,,,,,,,,,,,,,
Woodweb,construction_publications,,www.woodweb.com,,,,,,,,,,,,,
World Highways,construction_publications,,www.worldhighways.com,,,,,,,,,,,,,
Worship Facilities,construction_publications,,www.worshipfacilities.com,,,,,,,,,,,,,
Acreage Life,cottage_&_rural_living_publications,,www.acreagelife.com,,,,,,,,,,,,,
Backwoods Home,cottage_&_rural_living_publications,,www.backwoodshome.com,,,,,,,,,,,,,
Canadian Homes and Cottages,cottage_&_rural_living_publications,,www.homesandcottages.com,,,,,,,,Canada,,,,,
Cottage Life,cottage_&_rural_living_publications,,www.cottagelife.com,,,,,,,,,,,,,
Cottage Living,cottage_&_rural_living_publications,,www.cottageliving.com,,,,,,,,,,,,,
Cottage Magazine,cottage_&_rural_living_publications,,www.cottagemagazine.com,,,,,,,,Canada,,,,,
Cottage Times,cottage_&_rural_living_publications,,www.haliburtonecho.ca/SearchCat.aspx?cid=4434,,,,,,,,Canada,,,,,
Country Living,cottage_&_rural_living_publications,,www.countryliving.com,,,,,,,,,,,,,
Country Sports and Country Life,cottage_&_rural_living_publications,,www.countrysportsandcountrylife.com/magazine.htm,,,,,,,,Ireland,,,,,
Countryman,cottage_&_rural_living_publications,,www.countrymanmagazine.co.uk,,,,,,,,UK,,,,,
Farm and Ranch Living,cottage_&_rural_living_publications,,www.farmandranchliving.com,,,,,,,,,,,,,
Grit Magazine,cottage_&_rural_living_publications,,www.grit.com,,,,,,,,,,,,,
Harrowsmith Country Life,cottage_&_rural_living_publications,,www.harrowsmithcountrylife.ca,,,,,,,,Canada,,,,,
Illinois Country Living,cottage_&_rural_living_publications,,www.icl.coop,,,,,,,,US,,,,,
Kansas Country Living,cottage_&_rural_living_publications,,www.kec.org/kansascountryliving.aspx,,,,,,,,,,,,,
Living Magazine,cottage_&_rural_living_publications,,www.livingmagazine.net,,,,,,,,,,,,,
Living the Country Life,cottage_&_rural_living_publications,,www.livingthecountrylife.com,,,,,,,,,,,,,
Log Homes,cottage_&_rural_living_publications,,www.loghome.com,,,,,,,,,,,,,
Low Country Living,cottage_&_rural_living_publications,,www.lowcountrylivingmagazine.com,,,,,,,,,,,,,
Montana Living,cottage_&_rural_living_publications,,www.montanaliving.com,,,,,,,,,,,,,
Mountain Empire,cottage_&_rural_living_publications,,www.mountain-empire.com,,,,,,,,,,,,,
Mountain Living,cottage_&_rural_living_publications,,www.mountainliving.com,,,,,,,,,,,,,
Natural Life,cottage_&_rural_living_publications,,www.naturallifemagazine.com,,,,,,,,,,,,,
North Dakota Living,cottage_&_rural_living_publications,,www.ndarec.com/dakotaliving,,,,,,,,US,,,,,
Ohio Country Living,cottage_&_rural_living_publications,,www.theweissgroup.com/pdf/OH%20Flyer2009%20V2.pdf,,,,,,,,US,,,,,
Period Living,cottage_&_rural_living_publications,,www.periodliving.co.uk,,,,,,,,UK,,,,,
Ranch & Rural Living,cottage_&_rural_living_publications,,www.ranchmagazine.com,,,,,,,,,,,,,
Small Town Living,cottage_&_rural_living_publications,,www.stliving.net,,,,,,,,,,,,,
Souther Maryland This is Living,cottage_&_rural_living_publications,,www.somdthisisliving.somd.com,,,,,,,,US,,,,,
Tenerife Magazine,cottage_&_rural_living_publications,,www.tenerifemagazine.com,,,,,,,,,,,,,
The Fence Post,cottage_&_rural_living_publications,,www.thefencepost.com,,,,,,,,US,,,,,
Timber Home Living,cottage_&_rural_living_publications,,www.timberhomeliving.com,,,,,,,,,,,,,
Urban Sustainable Living,cottage_&_rural_living_publications,,www.urbansustainableliving.com,,,,,,,,,,,,,
Vacation Homes,cottage_&_rural_living_publications,,www.vacationhomesmag.com,,,,,,,,,,,,,
123India.com,cricket_publications,,www.123india.com,,,,,,,,India,,,,,
All Out Cricket,cricket_publications,,www.alloutcricket.com,,,,,,,,,,,,,
BBC Sport - Cricket,cricket_publications,,www.bbc.co.uk/cricket,,,,,,,,UK,,,,,
Caribbean Cricket,cricket_publications,,www.caribbeancricket.com,,,,,,,,,,,,,
Cricinfo,cricket_publications,,www.cricinfo.com,,,,,,,,,,,,,
CrickBuzz,cricket_publications,,www.crickbuzz.com,,,,,,,,,,,,,
Cricket Nirvana,cricket_publications,,www.cricketnirvana.com,,,,,,,,,,,,,
Cricket Online,cricket_publications,,www.cricket-online.org,,,,,,,,,,,,,
Cricket Today,cricket_publications,,www.dpb.in/magazines/cricket-today/en,,,,,,,,India,,,,,
Cricket Web,cricket_publications,,www.cricketweb.net,,,,,,,,,,,,,
Cricket World,cricket_publications,,www.cricketworld.com,,,,,,,,UK,,,,,
Cricket365,cricket_publications,,www.cricket365.com,,,,,,,,,,,,,
CricketNext.com,cricket_publications,,www.cricketnext.com,,,,,,,,,,,,,
CricMania,cricket_publications,,www.cricmania.com,,,,,,,,,,,,,
CrixketZone,cricket_publications,,www.cricketzone.com,,,,,,,,,,,,,
iCricketer,cricket_publications,,www.icricketer.com,,,,,,,,,,,,,
Inside Cricket,cricket_publications,,www.acp.com.au/inside_cricket.htm,,,,,,,,Australia,,,,,
Pakistan Cricket Zone,cricket_publications,,www.pakistancricketzone.com,,,,,,,,Pakistan,,,,,
Sify Cricket News,cricket_publications,,www.sify.com/sports/cricket,,,,,,,,India,,,,,
SPIN,cricket_publications,,www.spincricket.com,,,,,,,,,,,,,
SuperCricket,cricket_publications,,www.supercricket.co.za,,,,,,,,South Africa,,,,,
That's Cricket,cricket_publications,,www.thatscricket.com,,,,,,,,,,,,,
The Wisden Cricketer,cricket_publications,,www.wisdencricketer.com,,,,,,,,,,,,,
Caltech University - The Totem,college_&_university_literary_publications,,www.cco.caltech.edu/~totem,,,,,,,,US,,,,,
Carnegie Mellon University - Zine275,college_&_university_literary_publications,,www.eserver.org/zine375,,,,,,,,US,,,,,
Columbia Review,college_&_university_literary_publications,,www.columbia.edu/cu/review,,,,,,,,US,,,,,
Crab Orchard Review,college_&_university_literary_publications,,www.sie.edu/~crborchd/index.html,,,,,,,,,,,,,
Emerson College - Ploughshares,college_&_university_literary_publications,,www.pshares.org,,,,,,,,,,,,,
Fairleigh Dickinson University - The Literary Review,college_&_university_literary_publications,,www.fdu.edu/newspubs/literary_review.html,,,,,,,,,,,,,
Hieroglyph,college_&_university_literary_publications,,www.topaz.kenyon.edu/pubs/hieroglyph,,,,,,,,,,,,,
"Miami University, Middletown - Segue",college_&_university_literary_publications,,www.mid.muohio.edu/segue,,,,,,,,US,,,,,
Michigan State University - Red Cedar Review,college_&_university_literary_publications,,www.msu.edu/~rcreview,,,,,,,,US,,,,,
Middlebury College - New England Review,college_&_university_literary_publications,,www.middlebury.edu/~nereview,,,,,,,,,,,,,
Mississippi State University - Jabberwock,college_&_university_literary_publications,,www.msstate.edu/org/jabberwock,,,,,,,,US,,,,,
Missouri University of Science and Technology - The Missouri Miner,college_&_university_literary_publications,,www.missouri-miner.com,,,,,,,,US,,,,,
Ole Miss - Mississippi Review,college_&_university_literary_publications,,www.mississippireview.com,,,,,,,,US,,,,,
Princeton University - Kruller,college_&_university_literary_publications,,www.princeton.edu/~kruller,,,,,,,,US,,,,,
Princeton University - Nassau Literary Review,college_&_university_literary_publications,,www.princeton.edu/~nasslit,,,,,,,,US,,,,,
San Jose State University - Reed Magazine,college_&_university_literary_publications,,www2.sjsu.edu/reed,,,,,,,,US,,,,,
Stanford Humanities Review,college_&_university_literary_publications,,www.stanford.edu/group/shr/index.html,,,,,,,,US,,,,,
The Harvard Advocate,college_&_university_literary_publications,,www.hcs.harvard.edu/~advocate,,,,,,,,US,,,,,
Truman State University - Windfall,college_&_university_literary_publications,,www.windfall.truman.edu,,,,,,,,US,,,,,
UC Davis - Spark,college_&_university_literary_publications,,www.english.ucdavis.edu/spark/default.html,,,,,,,,,,,,,
University of Idaho - Fugue,college_&_university_literary_publications,,www.uidaho.edu/ls/eng/fugue,,,,,,,,US,,,,,
"University of Massachusetts, Amherst - Jubilat",college_&_university_literary_publications,,www.jubilat.org,,,,,,,,US,,,,,
University of Missouri - Missouri Review,college_&_university_literary_publications,,www.missourireview.org,,,,,,,,US,,,,,
Washington & Lee University - Shenendoah,college_&_university_literary_publications,,www.shenandoah.wlu.edu,,,,,,,,US,,,,,
Western Michigan University - Third Coast,college_&_university_literary_publications,,www.wmich.edu/thirdcoast,,,,,,,,US,,,,,
